column2	column3
  congressdahan   mehtaaatman  koundinyanaga  premrajarathnam  nilotpalmukher  balajivsrg  amar ramaraj  sundaramchitra  vel jaya  asha    	p
 shambho mahadev  shashitharoor  udfkerala  inckerala  incindia that s cooooolllllll                      	p
  easypeezytweet   karannanda  cpraghav  jonesbl  ani  aniljayakumar  shashitharoor  jhasanjay  mehrtarar  incindia  petaindia    	p
 annantsrivastav  incindia stop these foolish rants    nwhat has been the govt doing for over  years now? why not t co lcsyuxpw 	n
 incindia most of the prominent buildings and place are named after fake gandhi dynasty and u r crying     d for publicity                          	p
serious issue like  metoo has become joke with people like  shashitharoor  amp;  incindia giving lectures on propriety co wncdpmyzm 	n
 baleshs  jhasanjay  sambitswaraj  incindia come to bhopal  let me know  amp; i will come wherever you want to meet  	p
 baburaoasavale  bjpmaharashtra  satyajeettambe  incindia  iycmaha  raosahebdanve  bjpindia  dev fadnavis co ljbyokyd 	p
 anirudhganu  incindia  rahulgandhi she is daughter of ex-pm of india  amp; got security  amp; bungalow as per rules  get some gk classes  	p
 kunthavi  incindia  rahulgandhi he was feted as someone who fought criminals especially scrap mafia  what a fall  	neutral
people of gujarat should invite their friends from other state on dinner and please post picture on social medial t co fuiplcan 	p
 incindia what a joke    t co tddvtblgf 	neutral
 truthprevail  incindia  rahulgandhi modi and his ministers are sitting ministers of the government of india  atal co ncnnyjiu 	p
 drajoykumar  incindia sahi hai saare chor ek sath all in one frame  shame on you seriously 	p
 kunthavi  incindia  rahulgandhi match fir azar got mla seat  and people voted him  will you blame inc or people co ywqnopvd	p
 incindia  rahulgandhi rahul is real chutiya and their entire family looted india   ncongress and their allies openl co eyihgbmhex 	p
 truthprevail  jhasanjay  sambitswaraj  incindia india ya porkistan  i am going to india to vote  give me your add co rtnzuzme 	p
 incindia  rahulgandhi see his eyes he s on crack bloody drug addict 	p
 bjpmaharashtra  satyajeettambe  incindia  rahulgandhi  iycmaha  raosahebdanve  bjpindia  dev fadnavis  bjplive co kpjtciaiu 	p
 bjpindia  incindia  scofind rules should be made that   of collection at religious places has to be invested fo co exvwrbkhm 	neutral
  drrupani   koenamitra  jayms and  incindia  claims we got freedom without any bloodshed   nin which account  mallikarjuninc  ji will    	neutral
 rajeev mp  rahulgandhi  incindia the stark difference is pappu screams on top of his voice about pm being a chor  amp; co djjfrhgk 	neutral
 waglenikhil  bdutt next politicians including you and your favourite  incindia 	p
wife of a corrupt criminal gets red carpet welcome into the honest  incindia by the pristinely pure high on integri co sacjxho 	p
 rajeev mp  rahulgandhi  incindia rc  you obviously are trying to defend the indefensible  as per dassaults interna co tzesbgqrr 	p
this proves  incindia only appointed their  pidis as  judges   it is clear from the  activist  judges that they are co izculfjl 	p
  hemantsirohi  we  indian s still have a strong  indoctrination that no corruption is been done by our hon  narendramodi in  rafaledeal    	n
 shefvaidya  bdutt  incindia  bdutt compulsive fake news promoter and anti  narendramodi propaganda queen and no crook 	neutral
 incindia pappu gang must educate the people to avoid dangu but they are busy in in creating problems  	n
  abjp  mr  shashitharoor shd read this thread by  rishiuvaach and get informed correctly exhibiting his shameless sycophancy toward    	p
 bdutt  incindia as usual they will brazen it out  amp; there is nothing you or your colleagues can do about it - why w co dnzxngryj 	p
 asha  republic  chitrapadhi  sundaramchitra  vel jaya  snaeron  vxtandon  incindia  shashitharoor even the po co oowqkmciz 	neutral
so nicely described    rahulgandhi n his lie machine at  incindia gasping for breath now   n tvmohandaspai co wivayj 	neutral
this is  incindia  amp;; rahulgandhi for you     t co ijmyzpq	p
   deependra  since   incindia is shrinking but there is no effort to expand the party or at least any effort to prevent this shrin    	n
  savitha rao  the gutter grade mind set of a party led by a dim wit lazy creature    n n incindia  rahulgandhi    t co sosvjus 	p
 incindia be carefull  girls are not safe under pappu  they are considered as tanch mall  women have been exploited co vnucgyx 	n
 rahulgandhi  incindia for what cover up u use to absent from india for more than month  even today nobody know where werr u at that time  	p
 drgpradhan  incindia  officeofknath  narendramodi  rahulgandhi they will drink peshaof rahul khan gandhi directl co vnoomutpww 	p
 nanjundan bhoj  incindia  vinaydokania  narendramodi  drtamilisaibjp  bjptamilnadu the indian rupee is the worst co iclyjbcu 	neutral
 baleshs  jhasanjay  sambitswaraj  incindia why? are you gay? sanghis are gay as they don t marry  just satisfy eac co jwhybwwe 	n
 thisisraaj  incindia  rahulgandhi if you had any married siblings would live under the same even if it is under govt protection 	p
 koenamitra  jayms and  incindia  claims we got freedom without any bloodshed   nin which account co rphyplbouo 	neutral
 legalkant  incindia maybe you brush up on your economics   the imf has cut the growth rate for the next year and t co wwghupm 	neutral
 uttishta bharat  republic  chitrapadhi  sundaramchitra  vel jaya  snaeron  vxtandon  incindia  shashitharoor it h co kcjykapw 	neutral
 truthprevail  jhasanjay  sambitswaraj  incindia tell me your location porki  where are you  what you look like   co byardbhho 	p
 kaalateetham all  incindia members     n ncoz   anyone joining congress is baptised by dipping in and sipping  pappumutra 	neutral
 anirudhganu  incindia  rahulgandhi she lived as per govt rules? why are modi  amp; his ministers living in govt bunglo co lxqovsqkjq 	neutral
  shaktisinhchau                                f   e          d   e   c   a   e n incindia  sardanarohit  n anjanaomkashyap  aajtak n ndtvindia n swamigyanswaroopsanand alias gd ag    	n
 anirudhganu  incindia  rahulgandhi that s not ectly true dude   n   t co rdelwlg 	n
 shashitharoor  incindia looks like plosion happened inside  pappu  rahulgandhi s arse              	n
 baleshs  jhasanjay  sambitswaraj  incindia i love it when sanghis comment on language of others  so you like pork co nzlxlsjiw 	p
 tejbirkhunda  republic  mssirsa  sambitswaraj btw   mssirsa  republic  i had brought the clarity before co wdglwmqq 	neutral
  jeyapri   sirivellaprasad  rahulgandhi  incindia  ashokgehlot  mwasnik inc  inctamilnadu great ji 	p
 sirivellaprasad  rahulgandhi  incindia  ashokgehlot  mwasnik inc  inctamilnadu really super ji 	p
 metoo campaign is moving  in a direction in which the  awardwapsi drama was played out  as polls are nearing  more co mnmrlmbz 	neutral
may be  incindia blames will smith as sanghi or communal?  n shefvaidya  drgpradhan  rishibagree  ggiittiikkaa co btuibeg 	p
  ameetasinh   madeinamethi nchildhood spent in amethi  is what brings him back again and again  it s an emotional connect  amethi is fami    	n
 drajoykumar  incindia what a shame party this is  going down every single day 	n
 shashitharoor  incindia sir  in what way it is explosive  even if dassault accepted reliance at indian  s  request? co pawyjhw 	p
 drajoykumar  incindia the most currupt man of jharkhand soil   mr madhu kor da   who was in jail for the same n nwelcome to  incindia  n                 	neutral
 rahulgandhi rahul gandhi   as a sherlock holmes sucks even more than a politician  else where in the world he woul co lvlcmsmurg 	neutral
 rshyamdr inc  incindia  bjpmaharashtra i don t know about gst but appreciate the fact you shared here     	n
 shefvaidya  bdutt  incindia yu r right  thanks reminding all  there s no anger against senior editors like prashan co bnppodygq 	p
 truthprevail  jhasanjay  sambitswaraj  incindia lol       your language  good going buddy   yes i am going back hom co hikssq 	p
sahi   rahulgandhi  incindia only divide politics by these anti indians     t co qfdtsafs 	n
  chandraberike   shakkuiyer  incindia  rahulgandhi anything to say by freedom fighter dynasty  incindia 	p
  romeshnadir  with  dassault rejecting mediapart claim about mandatory deal with reliance  has  rahulgandhi and  incindia invited more m    	neutral
 sirjadeja  kamalnath  is that secret of your help  incindia how many of drink  rahulgandhi urine to be brainless like him           	p
shame  bjpindia  shame  incindia  n nall of you gained votes on the   cleanganga   issue but forgot to clean the gan co gzftusmty 	n
 fastnewsdelhi  timesnow  navikakumar  incindia  narendramodi  amitmalviya  vineetbjp  jharahul bihar co hogilcl 	p
  jakkihussain   sanjaysdutt  rahulgandhi  ashokgehlot  ahmedpatel  mwasnik inc  tn pyc  incindialive  profcongtn  incindia  inctamilna    	p
 shekhargupta  sardesairajdeep  n nthis is not corruption n nthis is liberalism n nsex lies and murder =  incindia co szdkulrvhf 	n
  thesupremerahu  will mr   rahulgandhi  amp; his looters and liars gang  incindia look at this tweet? will they stop blabbering lies now  wh    	p
 zeenews  shehzad ind  tehseenp  bjpindia  incindia modi wl be come to  	p
  hanchatemahesh  hello all pidi s and doormats of  jan path can anyone describe how  pappumutra tastes????  incindia  justasking  rssu    	p
 milinddeora like what alpesh thakur  incindia mla chasing non gujaratis out of gujarat  rahulgandhi the keener of co prrqhz 	neutral
 nidhi  rahulgandhi why did you think its surprising  what does  metoo have to do with ones politics   incindia wil co baulozc 	n
 shefvaidya  bdutt  incindia barkha gota zip now   	p
  u ankit      t co fdrblr n nwhy  incindia has this kind of actions to mushroom the anti-india forces  n n ibobi the   man of man    	n
 ndtv  bdutt  sunetrac  n nhave the spine and guts to expose the cong  metoo just like mja  n nwho is blocking and supp co zilfyxooe 	p
 singhpiyush   incindia you forgot to mention- no matter who s outing whome they all enjoy the biscuits  amp; co uhfmyvon 	p
 theamazinrad  twitterindia not divine   pappumutra is magical for  incindia congress party  nit was  nehrumutra the co aajwsd 	n
a small  nala of curruption  fall in  sea of currupts      congratulations  incindia and geeta madhu koda     t co jyetecyp 	p
  sanatan thought   bdutt  tvmohandaspai  incindia  incindia has no  spine or  guts to  act against a  muslim 	n
  sanatan thought   rahulgandhi   please can you tell us difference between  government order  purchase order  sales order and work order    	p
 incindia like to know what u did for cleaning of ganga during the days u were in power ? should it be done or not co fvboyfgovk 	neutral
 republic   chitrapadhi   sundaramchitra n  vel jaya   asha   snaeron n  vxtandon   n nthis is the typical catholi co bksu 	neutral
 cosmicblinker  rahulgandhi  milinddeora  shashitharoor  incindia  sanju verma   sambitswaraj this is the capabilit co eniixk 	p
  kann kanni   shashitharoor  incindia oye liar  why don t you rush to sc with document and file case?? 	neutral
earlier we thought congressmen r boot lickers of gandhi family which is nowhere near the truth  the culture of syco co orppodcd 	neutral
  uttishta bharat   vxtandon  dr aktiku  manyapande  ebd  bhushanlal akkhanna  mlmandowara  jyotsnavarma  officeofknath    	neutral
  republic   chitrapadhi   asha n  vel jaya   sundaramchitra n  vxtandon   sagenaradamuni n  trilokhnath   co yiodfovd 	neutral
this is the chidamram of  incindia n pchidambaram in  n rahulgandhi nfirst look within before your point fingers at ot co dhymmzvhv 	p
this is preposterous   incindia slaves thinks so cheapbof indians  it is surely time for  congresamukthbharath    t co zxpwaekj 	neutral
  brijmohanbhama   withpgv jai ganga maa     narendramodi government is fooling  carore indian     e     on all front weather it  s emotional     d    	p
 zeenewshindi issue with upbringing     rahulgandhi  born with license to loot  amp; demean india this yrs old        c    ahv bee co rcocbpzpv 	p
 baleshs  jhasanjay  sambitswaraj  incindia bsdk  will you vote for him from brampton? go back to india  amp; vote for co sjbrossl 	p
  kaushalyaamrita   ahlade  rahulgandhi this happened during the  incindia rule    samajwadiparty govt    all covered up  the family is m    	neutral
 timesnow  sambitswaraj issue with upbringing     rahulgandhi  born with license to loot  amp; demean india this yrs old co tlbelswsp 	p
  sheenu  just for a while for a moment keep all ed  i-t blah- aside  amp; appreciate the real beauty of this place     greenenergy  envir    	p
  hindustanse   irajdeep  rahulgandhi  incindia here is our mand budhi  ragakhan oops  pappu playing with his own  nra hu fail plane                 	p
 timesnow reality of rahul gandhi exposed     having corrupt mindset  trying to fool the people of india   no reali co zcuuecqrd 	n
 tvmohandaspai  nsitharaman  pmoindia  rsprasad  arunjaitley issue with upbringing     rahulgandhi  born with license co otzzakesq 	p
 incindia  rahulgandhi    t co cytihvaatl n ndont  twist facts n spread lies   u already sat on mmrca for  yrs co bhvfqoo 	neutral
 incindia  rahulgandhi the whole world knows his khandan is corrupt  why media is not questioning that  	n
 sandipghose  rahulgandhi  raga  associates  pidis   amp;  incindia remember those  who are beneficial  for a long time co rtcptaovlj 	p
 rahulgandhi  incindia gandhiji said that   cthe greatness of a nation can be judged by the way its animals are treat co qlbqctehyg 	p
 amodmalik  kaushalyaamrita  aryathyagarajan  drshobha  nidhi  rahulgandhi  incindia  timesnow  republic since when co umdewckq 	neutral
development? n at least modiji is not corrupt   n npetrol price? n at least modiji is not corrupt   n nrupee? n at least m co dcikoykn 	n
  georgekurianinc  tell one promise modi has kept  drshamamohd on  cnnnews n nwe have a common cause that we all are fighting for  roadto    	p
 incindia is planning with help of isi  amp; dawood   ??    t co cledkx 	p
just for a while for a moment keep all ed  i-t blah- aside  amp; appreciate the real beauty of this place    co bupktdr 	p
 incindia i wud not think in my wildest dreams  m j akbar was a person like that  remember his last speech in parli co pcneiyaaix 	n
 shefvaidya  bdutt  incindia that was a party for bd probably  	p
  pawarspeaks  joined  incindia president  rahulgandhi at  ramlilamaidan in delhi to support the call for  bharatbandh  it is necessary t    	neutral
  drsanjeevrajp  wish u a very  happybirthday  vibhamathur  n incindia  rahulgandhi  vidyarthee  ashokgehlot  drcpjoshi  sachinpilot    	n
 vanichandra  narendramodi  rahulgandhi  incindia  rssurjewala sir the disturbing part is even some educated pe co krcy 	p
 bdutt when will u give this pearls of wisdom to  incindia   ?? ki bas sabjp ke liye hai   ?? 	p
 incindia who did that????????? 	p
  sunilkapoor   gandhi is outdated in his own state   incindia yet again on his path of division as in  n gujarathatepolitics  n nri w    	p
 incindia has a new  rahulgandhi wee-wee magic potion to counter the  gaumutra    n kamalnath is singing  do ghoont co nwbcclfip 	neutral
 drgpradhan  incindia  narendramodi  pmoindia hate for congress in my mind is approaching the peak  ngori madam   ge co srniyvwqna 	neutral
 speekay  drajoykumar  incindia like mukul roy in bjp 	p
  fazle alam  happy birthday mr  manmohan singh ji   manmohantweets   incindia 	p
 drajoykumar  incindia of course thieves are most welcomed in congress as whole congress is a group of thugs   loot co sjrujoor 	p
 drajoykumar  incindia corrupt scum gandha dienasty attracts corrupt dynasty of kodas 	p
 shashitharoor  incindia it would help if you do your homework and not jump the gun  clearly india  s loss is un  s gain  	neutral
  mynation   indiafirst with  vivekagnihotri  in this episode the celebrated filmmaker and author talks about the tweet by  incindia soc    	p
this is what unsuccessful and failed bollywood stars end up doing  pity  hope she gets a josoon  oh wait  she s a co enuwcxqcr 	p
  vanichandra  in his  over enthusiasm to score brownie points and to prove  narendramodi corrupt   rahulgandhi is muddying his hands    	neutral
 nirajjournalist  ippatel  newsindia  cnnnews  singhppratap  awasthis  amitabhnews  raydeep  amishdevgan co tgbpcfa 	neutral
 shashitharoor  thequint  raghav bahl i hope you surely know the  incindia agents of media and this gentleman day i co kxtqrgnyvt 	p
  kaushalyaamrita   youtoo mr    manmohansingh ji n  n metooindia n metoocontroversy n incindia n metoo    t co bpfwzgup 	n
  kaushalyaamrita   youtoo ladies                          n incindia n metooindia n metoocontroversy  metoo    t co vfzkkusot 	neutral
  kaushalyaamrita   youtoo mrs    soniagandhi ji n n incindia  metooindia n metoocontroversy n metoo    t co rhfzrbqe 	neutral
 drgpradhan  incindia  officeofknath  narendramodi  rahulgandhi lets us trend  pappukapishaap on all pidi handles 	p
  absrajan   incindia  rahulgandhi if dassault will say what indian govt wants it to say coz it is sitting on a huge contract then  rahul    	p
 maheshwarikant  kritikao  zeenews  shehzad ind  tehseenp  bjpindia  incindia in present context and specially i co pxomnozn 	p
 alladinkhan  priyankac  jm scindia  officeofknath  incmp  shilpisinghinc  mparunyadav  rahulgandhi  incindia th co zrfnpjgjar 	p
 shashitharoor  incindia with this write-up  it proves  sunanadamurder tooo     what papers and  swamy  says   co co azhklvzu 	p
 incindia  rahulgandhi n aiccmedia  rssurjewala n gdagarwal ncong corners bjp over death of environmentalist gd agarwa co akymfyygp 	neutral
  remesh hind  sc rejected  incindia claim of any investigation in rafale while disposing a pil on the same day india s  thewire in like    	neutral
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia want to block you   check th co yitnum 	neutral
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia not butcher of gujarat na ?????????? 	n
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  mjakbar are you saying pm i co jemasco 	p
is  tanushreedutta game changer for  incindia  nis  nanapatekar is brand ambassador for  bjpindia  n nno no no    t co dppkwbcnpi 	n
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  mjakbar             you and your br co pruhvksy 	p
  gallerygrandeur   nidhi  rahulgandhi ma   m he was addressing a pc on  rafalescam and he categorically said he will say on this separate    	p
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia who is dying you can make ou co wcrblfad 	p
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia your modi drew prophet moham co yhkxwffwm 	p
 shashitharoor  incindia oh ho media news ????? anyone can write anything  like you  anyone speak anything  like ra co eyjipaey 	p
  arjundsage   inclusivemind  nidhi  rahulgandhi  mjakbar  incindia  nidhi as dedicated  incindia volunteers trust us we too want our cp    	p
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  mjakbar your mother drew th co iawdfwau 	p
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia check the tweets of rg and j co cnmzplmv 	p
 bdutt  incindia no shaming verdict for  incindia ? 	neutral
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia did you check the tweets of co ijrormk 	p
  lalitkumar   pgurus why not  rahulgandhi  amp;  ahmedpatel reply  amp; close this case once for all  am sure  from their side they must ha    	n
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia that is your leader  mjakbar ???     	p
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia muslim is your pm ?? not hindu wife ditcher ?????? 	n
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  years your dad from rss r co nxkmvlpe 	p
 incindia should not compete with  bjpindia at central level anymore  it looks like pakistan competing with india  co soprxzozd 	n
for anyone who votes for  incindia    i will understand  they have tasted the holy water  n rahulmutra 	p
 romania red  swamilion  bjpindia  bjpkaritcell  sanjayuvacha  incindia  kpccpresident what is controversy in it  co bnbgedfy 	p
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia okay know your prophet then    t co pohmnrvk 	p
 rishi  destructdisc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  rishi why prophet i co tthmdqfuyt 	n
 destructdisc  rishi  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  destructdisc all congressi co dcbvtblrd 	neutral
 shashitharoor only  incindia  has apolocy  take their help and that of hafeej for removing modi  mosi has policy o co keezazag 	n
 bdutt  washingtonpost mj akbar is not yet proven guilty     may be congress    incindia  rahulgandhi  behind this co wvyrlijbk 	n
 rishi  swarninc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia talk about hindu wife of chor co ojcfyglpr 	neutral
 rishi  swarninc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  rishi one more tweet co zrkrxpo 	neutral
 rishi  swarninc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  rishi like this    t co koyycdlnc 	n
 nishants  rahulgandhi  incindia  rssurjewala  priyanka shah  shobha oza  jhasanjay  abhaydubey  manishtewari co ekhfjch	neutral
 rishi  swarninc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  rishi    kick his ass co nojhcx 	neutral
  congres progres   incindia earlier  the former french president said that the prime minister of hindustan had said that anil ambani sho    	neutral
  amjeorge   congres progres  incindia they have admitted that it was  imperative and obligatory  for dassault aviation to accept this c    	neutral
  ammanoj   congres progres  incindia anil ambani is in the karje of rs  crore   days ago the company opened and the prime minist    	p
  amganesh   congres progres  incindia rafale company s senior ecutive has clearly stated that choosing anil ambani s company was a co    	n
  amit malware   congres progres  incindia they have admitted that it was  imperative and obligatory  for dassault aviation to accept thi    	neutral
  gabbar tax   amvarma  incindia  rahulgandhi youth are looking for employment and prime minister  anil ambani ji s janitorial  congress    	p
  prnirav   amvarma  incindia  rahulgandhi there is a clear-cut case of corruption against pm of india  congress president  rahulgandhi    	neutral
  akhterh   rahulkajal  rahulgandhi  incindia couse he don t have any excuse      n n rafalescamgrandexpose    t co qrsdv 	n
  pjha   rafalescamsuperexpose by  incindia president  rahulgandhi  nothing is left to understand about the super scam  n rafalescamgran    	n
 shefvaidya  bdutt  incindia btw the ? to govinda should be     n ny did saggy slap govinda ? n nsaggy nae govinda ko thappad q maara ? 	p
in his  over enthusiasm to score brownie points and to prove  narendramodi corrupt   rahulgandhi is muddying his ha co jtadyunpyw 	neutral
 rahulgandhi  the  incindia was earning money with some fake activities in india  n n million fake lpg connections co mnozhfpc 	p
 zakka jaco cnnnews  shubhrastha  incindia  bjpindia and similar to this remember the poor architect girl who co rqbhl 	p
 rishi  swarninc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  rishi father sakshi m co sdqhod 	n
 zakka jaco cnnnews strategy of bhakts like  shubhrastha - gt; if  incindia was wrong so what if  bjpindia has al co ublwtgq 	neutral
 shashitharoor sir  art of communication is that others understand what you say  just showing off some obnoxious vo co ybgsumal 	p
 rishi  gabbarsingtax  destructdisc  jadhavpsunny  ndtv  rahulgandhi  incindia read the news then your own co kqiefgnthx 	p
 vikramaditya jk  incindia  rahulgandhi  ashokgehlot  gamir inc  incjammukashmir  shamsharma inc you still feel t co fmtysed 	n
 indeditorsguild media is more corrupt than  aamaadmiparty    bjpindia or  incindia 	p
 satyajeettambe why all pm photos banners everywhere using indian citizens tax payer money? modi is just wangs fame co ciklhz 	neutral
 akhileshanandd  bjpindia  incindia  abpnewshindi its a fake survey which is done after receiving huge grant of mo co qqzpyzcjs 	p
 rishi  swarninc  gabbarsingtax  jadhavpsunny  ndtv  rahulgandhi  incindia  rishi  and murderer o co zvabdqqkv 	neutral
 congress  incindia is cancer       	neutral
 dr maheshsharma   alphonstourism   narendramodi   bjpindia  is it ur contribution toward ganga?  incindia    t co afevch 	n
 ani  rahulgandhi speak when you have proof whic you can submit in courts  else you know what happened to co enabpsso 	n
  bbcyaldahakim    cin the case of pakistan  the state is also the army  amp; the isi  they drive the foreign policy    we cannot change history    	neutral
  sandipdubey  hello  cmomaharashtra  dev fadnavis  pmoindia  moayush  shripadynaik  mohfw india what about  maharashtraambulancese    	p
  sandipdubey  hello  cmomaharashtra  dev fadnavis  pmoindia  abpnewstv  abpnewshindi  zeenews  aajtak  timesofindia  timesnow  jagran    	p
 saurabhjoshi  sunetrac is it not mandatory for any foreign company to have indian partner to run business in india co dzicofgjc 	n
 hvgoenka political power   he had no backing of congress  incindia leaders   	n
 shashitharoor  incindia wow mr lying pants  what a revelation  aghast you just want to spread fake news  some auth co fgvrsaqyka 	p
  shambhvi   so there is a competitive era of cow urine vs rahul gandhi urine n n incindia is just not an opposition  but a mafia working t    	n
 shashitharoor  incindia do u have courage to talk about the exodus of biharis from gujarat which is done by congre co ituujdugj 	p
 shashitharoor  incindia sir what about sabrimala any news from the french side or dassault   	p
soon  incindia will recruit you in their social media team     t co gjhfselrm 	p
  incindia  mr  modi hiked the price of the aircraft from    cr aircraft to    cr aircraft  anil ambani who never manufactured a singl    	neutral
  incindia  mr  modi stole the deal from hal and gave it to anil ambani  who has a debt of     cr  when i questioned him about the sam    	n
  incindia  mr  modi promised  crore jobs  instead  he crushed small businesses and the economy with  demonetisation and  gabbarsinghtax    	p
  incindia  corruption is rampant  lalit modi gave cm vasundhara raje s son crores or rupees  yet  mr  modi stands with them and claims h    	p
  incindia  we will form your government  we govern with love and harmony while they govern with hatred and polarisation  bjp talks about    	p
  incindia  during upa regime   ashokgehlot s govt in rajasthan provided free medicines  there were schemes like mnrega  farm loan waiv    	p
  incindia  pm modi talks about bullet train but why did he cancel railway projects in rajasthan? money allocated to bullet train that is    	n
  incindia  right msp to farmers   crore jobs to youth was promised by mr  modi  but all we got was advertisement posters  congress pres    	n
  incindia  india s richest industrialists have taken loans from banks worth      cr in last  years and refuse to pay back  but whe    	n
  incindia  mr  modi gave demonetisation   gabbarsinghtax and took away public s money  we will open banks to everyone and you will be th    	p
  incindia  any congress leader or karyakarta who does not serve the people  will be removed from the post  we want to run a govt for the    	n
 saurabhv  incindia what is that message ? the one from your guruji golwalkar     t co vyhjllld 	neutral
  bnbagul  yes  raksha mantri less but in actual became raffael mantri  people of india     e     clue less  and so cover up is concerned now it    	n
  incindia  we remember badruddin tyabji  a prominent lawyer  activist and politician on his birth anniversary  tyabji was the first indi    	p
four years of modi govt  na list of broken failed promises  n nmodi government wasted four years of our nation  co rvapnjnen 	neutral
  sreeparna c  karan singh s elder son  vikramaditya jk joins  incindia 	p
  ethirajans  amethi is with  incindia since  and with you  rahulgandhi since   name one  made in amethi  please     t co ig    	p
  aryanwarlord   rajeev mp  rahulgandhi  incindia sir  the lie of     cr is also busted   approx offset investment by  dassault onair    	p
  congres progres   incindia  nsitharaman here s the english translation of the article which shows how dassault was forced to accept rel    	p
 rkbhardwaz  rajatsharmalive  bjpmp  bjpindia  incindia  incmp  chouhanshivraj  jm scindia vote nota to let the c co zjbiwryd 	p
 incindia  rahulgandhi i want to know that what will the prime minister of india do with the money if he is corrupt co iavoctom 	p
 manishankartri  veerlotus  rajatsharmalive  bjpmp  bjpindia  incindia  incmp  chouhanshivraj  jm scindia sach me      	p
 rahulgandhi  inckarnataka  incindia  jm scindia  sachinpilot  nkarnataka got independence on th october  tomorrow is th independence 	neutral
after sc order has  nsitharaman gone to make the process in order ? ppl smell a rat on this sudden move after co audsbtt 	n
 incindia    so called farmers government had provided the son in law robert vadra the land scammer the z security co qjjqajjr 	neutral
 priyashmita  rahulgandhi  rssurjewala  incindia  pmoindia  narendramodi  kapilsibal  nidhi   no incentive for cong co fweixhqts 	p
we all true hindustani peoples drink -  gowmutra  n n incindia all indian  scamgress follower drink his leader s urin co mkcrqlvhr 	p
 shashitharoor -  rahulgandhi -  incindia this is the video i  ve mentioned about in my main tweet  look for the twe co cjphvu 	neutral
slave  kamalnath  here is seems to be talking about himself and the other slaves of  incindia who line up at co ophrxvhy 	n
 shashitharoor  this fpage by name   ctolerant indians    has gone a step further on lines of   cfoe     amp; have posted thi co gjwbqqsvy 	n
 yourgalneha  narendramodi  incindia  pmoindia  rssurjewala  kapilsibal  nsitharaman  amitshah   why should pm modi co wupgevuegu 	p
 dpradhanbjp  incindia  rahulgandhi brokerage was then paid to moti ji  directly via  anilambani 	p
 incindia tell this to your leader alpesh thakur  he at your behest instigated violence and caught on camera red ha co gurfwmmr 	p
 incindia silent on decriminalising art    silent on  metooindia  silent on rafale contracts   and they were com co kfvty 	neutral
  hindustanse   mind it        wetoo  or  metoo  nwhy  incindia is quite on  dramsinghvi  jofor sex and that time iminister  manishtew    	p
now mother says    son  i can sleep only when your train comes out of  gujrat border  gujrat mein kaise tumhaara gu co vxptohyno 	n
  tarun gogoi   drcpjoshi  incindia thank you for your warm wishes  n drcpjoshi 	p
watch how  incindia president shri  rahulgandhi ji exposes bjp`s cover-up of the great  rafalescam co nzrmokniv 	p
 drajoykumar  incindia  rahulgandhi india  you have no option to choose  chowkidarchorhai or  corruptcongress 	neutral
 incindia this minister should resign immediately  if at all he has any bit of feeling of shame  	n
  raghvendrasa   jpmeeradubey  narendramodi  irajeshji  incindia very nice  	p
 abhisar sharma why you don t start your own news channel and newspaper  ni think you are waiting to initiate by co jfzezto 	p
 shefvaidya  narendramodi  rahulgandhi  rssurjewala  kapilsibal  pmoindia  incindia   congress juvenile con pappuji co nltnuyfjp 	p
 idiptim  isnskriti  amgefsezqdqol  keshav  dildars  krirtna  singhmanoj  pooja  co spcaclqnx 	p
 idiptim  isnskriti  amgefsezqdqol  keshav  dildars  krirtna  singhmanoj  pooja  co lzshoxhs 	p
 tvmohandaspai  sagenaradamuni  nsitharaman  pmoindia  rsprasad  arunjaitley i think it  s time to restart that show co qxpkdbrsz 	p
